"global_transfer_index","Transfer_Value","player_url","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Url","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","G+A","G_minus_PK","PK","PKatt","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","player_market_value_euro","MarketValue","rownr","squad","count","player_position","Transfer_Group","Is_Transfer","Comp_going","Comp_from_to"
4913,0,"https://www.transfermarkt.com/sergio-rico/profil/spieler/207302",2018,"zzzinitial value","La Liga","Sergio Rico","ESP","GK",23,1993,24,1,1,1,0,0,0,2,0,2,0,0,0,1,2,5,3,"https://fbref.com/en/players/5f0241b2/Sergio-Rico",1,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,1,0,1,0,31,11,1,91.7,444,668,66.5,12988,10100,63,63,100,227,229,99.1,152,373,40.8,0,0,0,0,0,0,0,0,0,668,417,250,58,0,1,0,0,0,0,0,0,444,1,0,714,646,714,0,0,0,714,0,0,NA,0,NA,348,1703,1028,0,0,0,2,0,241,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,24,23,2156,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2156,90,63,24,23,90,23,1,86,14,1.42,29,39,-10,-0.42,-0.49,37.9,33.1,4.8,0.2,0.17,1.2e+07,1.2e+07,868,"Sevilla",200,"Goalkeeper",1,"Same Transfer","Premier League","La Liga_Premier League"
4914,-3968831.16883117,"https://www.transfermarkt.com/sergio-rico/profil/spieler/207302",2019,"zzzinitial value","Premier League","Sergio Rico","ESP","GK",24,1993,29,1,1,1,0,0,1,1,100,0,0,0,0,1,2,13,5,"https://fbref.com/en/players/5f0241b2/Sergio-Rico",6,0.21,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,1,0,1,0,26,13,1,92.9,517,889,58.2,19857,17992,53,54,98.1,179,182,98.4,284,649,43.8,0,0.1,0.1,-0.1,2,12,1,0,0,889,549,337,62,0,0,0,0,0,0,0,0,517,3,0,980,869,979,1,0,0,980,0,0,NA,0,NA,385,2425,1533,0,0,0,1,0,350,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,29,29,2610,29,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2610,90,76.3,29,29,90,29,0,NA,6,0.72,23,56,-33,-1.14,0.42,31.5,49,-17.4,-0.6,0.44,1.2e+07,1.2e+07,4040,"Fulham",105,"Goalkeeper",2,"Same Transfer","Ligue 1","Premier League_Ligue 1"
4915,-2625000,"https://www.transfermarkt.com/sergio-rico/profil/spieler/207302",2021,"zzzinitial value","Ligue 1","Sergio Rico","ESP","GK",26,1993,9,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,"https://fbref.com/en/players/5f0241b2/Sergio-Rico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,100,194,213,91.1,4013,2850,54,54,100,115,116,99.1,25,43,58.1,0,0,0,0,0,0,0,0,0,213,152,61,6,0,0,0,0,0,0,0,0,194,0,0,230,203,227,3,0,0,230,0,0,NA,0,NA,118,513,338,0,0,0,2,0,98,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,10,8,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,810,81,23.7,9,8,90,8,2,45,26,2.2,22,9,13,1.44,-0.11,22.7,11.3,11.4,1.27,0.3,NA,7e+06,14078,"Paris S-G",210,"Goalkeeper",3,"Same Transfer","La Liga","Ligue 1_La Liga"
4916,0,"https://www.transfermarkt.com/sergio-rico/profil/spieler/207302",2022,"zzzinitial value","La Liga","Sergio Rico","ESP","GK",27,1993,14,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,5,2,"https://fbref.com/en/players/5f0241b2/Sergio-Rico",4,0.29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,66.7,245,360,68.1,8430,7125,43,43,100,80,83,96.4,121,233,51.9,0,0,0,0,1,5,0,0,0,360,221,139,49,0,1,0,0,0,0,0,0,245,0,0,385,327,384,1,0,0,385,0,0,NA,0,NA,183,945,558,0,0,0,0,0,133,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,14,14,1260,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1260,90,36.8,14,14,90,14,0,NA,4,0.86,15,29,-14,-1,-0.46,16.7,19.2,-2.5,-0.18,0.16,4e+06,4e+06,16193,"Mallorca",112,"Goalkeeper",4,"Same Transfer","Ligue 1","La Liga_Ligue 1"
4920,2773333.33333333,"https://www.transfermarkt.com/serhou-guirassy/profil/spieler/270541",2018,"zzzinitial value","Bundesliga","Serhou Guirassy","GUI","FW",21,1996,9.5,3,3,0,2,1,1,5,20,4,9,1,8,1,4,11,0,"https://fbref.com/en/players/923f4dda/Serhou-Guirassy",25,2.65,16,0,3,2,4,0,3,0.32,1,0,0,1,1,0,2,0,0,19,34,9,1,3,1,1,0,32,52,46,53.1,189,266,71.1,2422,552,115,146,78.8,48,75,64,6,11,54.5,0,0.7,0.8,-0.7,7,17,3,0,25,266,255,10,1,0,0,1,0,0,0,0,0,189,1,8,390,11,26,191,177,43,388,23,6,26.1,17,73.9,229,1125,367,14,7,7,27,20,335,72,4,30,8,26.7,3.17,0.85,0.07,0.25,14.1,0,2,2,6.4,5,0.17,-2.4,-3,15,8,851,9.5,4,4,2,2,2,0.7,5.7,14,25,72,0.42,0,0.42,0.21,0.21,0.68,0.08,0.75,0.52,0.6,15,851,57,27.8,9.5,8,NA,6,7,NA,2,0.47,10,20,-10,-1.06,-0.04,13.9,20,-6.1,-0.64,0.09,1250000,2500000,2800,"Köln",162,"Centre-Forward",1,"Same Transfer","Ligue 1","Bundesliga_Ligue 1"
4921,3488165.51413954,"https://www.transfermarkt.com/serhou-guirassy/profil/spieler/270541",2020,"zzzinitial value","Ligue 1","Serhou Guirassy","GUI","FW",23,1996,21.3,7,3,1,4,2,2,7,28.6,5,13,6,7,4,11,21,0,"https://fbref.com/en/players/923f4dda/Serhou-Guirassy",37,1.73,22,0,3,1,11,0,7,0.33,3,0,0,0,4,0,6,0,0,41,63,14,8,3,4,0,0,61,93,97,48.9,440,622,70.7,5822,977,291,374,77.8,100,146,68.5,21,32,65.6,2,0.9,1.2,1.1,14,37,7,1,51,622,594,26,2,1,5,8,5,0,0,0,0,440,2,24,869,29,50,499,325,72,865,32,15,46.9,17,53.1,526,2473,883,30,32,11,77,41,728,178,9,41,15,36.6,1.92,0.7,0.15,0.4,18.1,2,3,4,8.9,5.7,0.14,0.1,0.3,23,23,1921,21.3,9,11,6,3,4,0.9,6.6,30,51,178,0.42,0.09,0.52,0.28,0.37,0.41,0.04,0.46,0.27,0.31,23,1921,84,76.2,21.3,23,84,17,0,NA,0,0.91,25,34,-9,-0.42,1.08,21.5,25.9,-4.4,-0.21,0.92,NA,8e+06,10956,"Amiens",80,"Centre-Forward",2,"Same Transfer","Ligue 1","Ligue 1_Ligue 1"
4922,22750000,"https://www.transfermarkt.com/serhou-guirassy/profil/spieler/270541",2023,"zzzinitial value","Ligue 1","Serhou Guirassy","GUI","MF",26,1996,0.3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/923f4dda/Serhou-Guirassy",2,7.83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,8,8,100,67,7,6,6,100,0,0,NA,0,0,NA,0,0.1,0,-0.1,2,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,13,1,1,3,9,5,13,0,0,NA,0,NA,9,43,0,0,0,0,0,1,8,6,0,2,1,50,7.83,3.91,0,0,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,1,0,23,0.3,0,0,0,0,0,0.1,0.3,0,0,6,0,0,0,0,0,0.44,0.57,1,0.44,1,1,23,23,0.7,0.3,0,NA,0,1,23,0,0,0,0,0,0,-0.79,0.4,0.9,-0.5,-1.81,-2.28,3e+06,1.4e+07,21763,"Rennes",201,"Centre-Forward",3,"Same Transfer","Bundesliga","Ligue 1_Bundesliga"
4925,-2142857.14285714,"https://www.transfermarkt.com/shane-duffy/profil/spieler/119269",2022,"zzzinitial value","Premier League","Shane Duffy","IRL","DF",29,1992,16,15,12,12,3,0,8,14,57.1,6,24,18,6,16,31,76,1,"https://fbref.com/en/players/7314bba4/Shane-Duffy",9,0.56,7,0,0,2,0,0,1,0.06,0,0,0,1,0,0,7,0,0,15,5,1,1,12,0,0,0,68,65,26,71.4,906,1039,87.2,18829,5992,249,277,89.9,535,572,93.5,117,177,66.1,0,0.2,0.2,-0.2,4,50,1,0,41,1039,1018,20,12,0,10,1,8,0,0,0,0,906,1,3,1218,189,678,492,52,31,1218,1,1,100,0,0,627,2379,1312,3,7,0,7,0,851,3,1,22,5,22.7,1.38,0.31,0.05,0.2,11.3,0,0,0,1,1,0.04,0,0,18,15,1436,16,1,1,1,0,0,0.2,1.2,3,41,3,0.06,0,0.06,0.06,0.06,0.06,0.01,0.07,0.06,0.07,18,1436,80,42,16,15,90,15,3,29,12,1.39,15,19,-4,-0.25,-0.34,16,18.1,-2,-0.13,-0.37,1e+07,5e+06,15270,"Brighton",175,"Centre-Back",2,"Same Transfer","Premier League","Premier League_Premier League"
4929,-5600000,"https://www.transfermarkt.com/sheraldo-becker/profil/spieler/188888",2023,"zzzinitial value","Bundesliga","Sheraldo Becker","SUR","FW",27,1995,28.4,15,5,1,7,7,2,11,18.2,9,13,1,12,3,18,7,1,"https://fbref.com/en/players/8eb55dbb/Sheraldo-Becker",90,3.17,74,0,6,4,6,0,13,0.46,12,0,0,1,0,0,4,0,0,29,26,25,139,5,1,0,0,86,16,49,24.6,387,652,59.4,6499,1541,183,271,67.5,140,220,63.6,47,85,55.3,7,5.6,5.6,1.4,44,20,44,30,44,652,631,17,3,1,1,139,10,2,0,0,0,387,4,44,908,7,57,263,602,117,908,59,26,44.1,28,47.5,617,4379,2043,105,48,45,62,35,679,240,11,67,26,38.8,2.36,0.92,0.16,0.42,18.3,0,0,0,6.5,6.5,0.1,4.5,4.5,34,33,2554,28.4,11,18,11,0,0,5.6,12.1,105,44,240,0.39,0.25,0.63,0.39,0.63,0.23,0.2,0.42,0.23,0.42,34,2554,75,83.5,28.4,33,76,4,1,33,0,1.82,41,32,9,0.32,-0.39,29.9,36.1,-6.3,-0.22,-0.5,1e+07,1.7e+07,21379,"Union Berlin",134,"Left Winger",2,"Same Transfer","La Liga","Bundesliga_La Liga"
4930,0,"https://www.transfermarkt.com/sheraldo-becker/profil/spieler/188888",2024,"zzzinitial value","La Liga","Sheraldo Becker","SUR","FW,MF",28,1995,8.6,2,2,0,2,0,0,1,0,1,3,0,3,1,3,0,0,"https://fbref.com/en/players/8eb55dbb/Sheraldo-Becker",19,2.22,14,1,1,3,0,0,5,0.58,4,0,0,1,0,0,1,0,0,11,5,6,46,2,0,0,0,27,5,12,29.4,154,243,63.4,2212,363,97,119,81.5,41,69,59.4,10,24,41.7,2,1.8,1.8,0.2,8,1,10,3,13,243,236,6,0,0,0,46,1,2,0,1,0,154,1,17,300,0,13,85,207,42,300,8,4,50,3,37.5,178,1223,591,28,9,8,15,5,232,87,2,21,9,42.9,2.45,1.05,0.1,0.22,17.1,0,0,0,1.4,1.4,0.07,0.6,0.6,15,8,771,8.6,2,4,2,0,0,1.8,3.2,28,13,87,0.23,0.23,0.47,0.23,0.47,0.17,0.21,0.38,0.17,0.38,15,771,51,22.5,8.6,8,74,0,7,26,1,1.47,14,5,9,1.05,0.95,10,8.2,1.8,0.21,0.15,NA,1e+07,23411,"Real Sociedad",204,"Left Winger",3,"Same Transfer","Bundesliga","La Liga_Bundesliga"
4934,-184615.384615384,"https://www.transfermarkt.com/shkodran-mustafi/profil/spieler/88590",2021,"zzzinitial value","Premier League","Shkodran Mustafi","GER","DF",28,1992,0.5,1,1,1,0,0,1,1,100,0,1,0,1,0,1,3,0,"https://fbref.com/en/players/3f2d59fe/Shkodran-Mustafi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,0,100,44,50,88,976,212,5,7,71.4,35,35,100,4,7,57.1,0,0,0,0,0,2,0,0,7,50,48,2,1,0,1,0,1,0,0,0,0,44,0,0,55,5,16,39,1,0,55,0,0,NA,0,NA,43,348,206,0,0,0,0,0,42,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,0,47,0.5,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,47,16,1.4,0.5,0,NA,0,3,16,6,2,0,1,-1,-1.91,-2.37,0.1,0.9,-0.8,-1.57,-1.82,4e+07,2500000,11301,"Arsenal",190,"Centre-Back",1,"Same Transfer","Bundesliga","Premier League_Bundesliga"
4935,-2012500,"https://www.transfermarkt.com/shon-weissman/profil/spieler/247652",2023,"zzzinitial value","La Liga","Shon Weissman","ISR","FW",26,1996,8.3,2,1,1,1,0,0,4,0,4,8,0,8,1,3,7,0,"https://fbref.com/en/players/379dc075/Shon-Weissman",4,0.48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,8,7,2,1,0,0,0,24,4,23,14.8,70,91,76.9,749,113,52,61,85.2,12,16,75,1,3,33.3,0,0.2,0.4,-0.2,3,3,0,0,4,91,74,17,0,0,0,2,0,0,0,0,0,70,0,2,160,6,19,86,57,25,160,5,2,40,2,40,76,283,104,7,2,3,22,7,91,15,1,18,7,38.9,2.17,0.84,0.06,0.14,12.8,0,0,0,2.3,2.3,0.13,-1.3,-1.3,15,6,747,8.3,1,1,1,0,0,0.2,2.5,7,4,15,0.12,0,0.12,0.12,0.12,0.28,0.02,0.3,0.28,0.3,15,747,50,21.8,8.3,6,74,1,9,34,1,1.07,5,13,-8,-0.96,-0.22,6,14.9,-8.9,-1.07,-0.47,NA,4e+06,20153,"Valladolid",121,"Centre-Forward",3,"Same Transfer","La Liga","La Liga_La Liga"
4936,0,"https://www.transfermarkt.com/shon-weissman/profil/spieler/247652",2024,"zzzinitial value","La Liga","Shon Weissman","ISR","FW",27,1996,0.9,1,1,0,0,1,1,4,25,3,3,0,3,0,1,1,0,"https://fbref.com/en/players/379dc075/Shon-Weissman",2,2.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,1,5,16.7,10,13,76.9,161,38,3,4,75,4,5,80,1,1,100,0,0,0,0,0,0,1,1,1,13,13,0,0,1,0,1,0,0,0,0,0,10,0,1,28,1,1,13,14,3,28,2,1,50,1,50,14,70,45,1,1,0,2,0,14,1,0,1,0,0,1.1,0,0,NA,13.1,0,0,0,0,0,0.04,0,0,5,0,82,0.9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,5,82,16,2.4,0.9,0,NA,0,5,16,6,0.4,1,0,1,1.1,2.23,2.2,1.2,1,1.07,1.67,NA,1700000,23781,"Granada",127,"Centre-Forward",4,"Same Transfer","Serie A","La Liga_Serie A"
4938,2797886.72865596,"https://www.transfermarkt.com/sidnei/profil/spieler/27374",2018,"zzzinitial value","La Liga","Sidnei","BRA","DF",27,1989,19.8,41,28,30,11,0,18,25,72,7,26,9,17,31,72,101,1,"https://fbref.com/en/players/b14d0c5d/Sidnei",13,0.66,8,0,1,3,0,1,4,0.2,3,0,1,0,0,0,4,0,0,12,11,0,4,28,0,0,0,139,38,29,56.7,642,769,83.5,13907,4492,185,203,91.1,329,372,88.4,121,181,66.9,1,0.5,0.5,0.5,5,24,6,2,44,769,739,29,29,2,18,4,0,0,0,0,0,642,1,2,987,143,573,388,42,23,987,21,16,76.2,5,23.8,509,3284,1525,15,9,4,14,3,525,3,1,8,2,25,0.4,0.1,0.13,0.5,10,0,0,0,1,1,0.13,0,0,21,21,1778,19.8,1,2,1,0,0,0.5,1.5,15,44,3,0.05,0.05,0.1,0.05,0.1,0.05,0.03,0.08,0.05,0.08,21,1778,85,52,19.8,21,85,19,0,NA,3,0.86,21,34,-13,-0.66,0.71,26.8,25.9,0.9,0.05,0.49,NA,4e+06,1201,"La Coruña",30,"Centre-Back",1,"Same Transfer","La Liga","La Liga_La Liga"
4939,0,"https://www.transfermarkt.com/silvan-hefti/profil/spieler/237666",2024,"zzzinitial value","Serie A","Silvan Hefti","SUI","MF,DF",25,1997,1.3,6,1,2,3,1,4,7,57.1,3,2,0,2,0,6,1,0,"https://fbref.com/en/players/f8342731/Silvan-Hefti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,3,2,2,50,24,39,61.5,356,119,15,20,75,6,11,54.5,2,4,50,0,0,0,0,0,1,0,0,2,39,30,9,0,0,0,2,9,0,0,0,0,24,0,1,52,3,17,24,11,0,52,1,0,0,1,100,15,103,49,1,0,0,1,0,20,4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,6,1,114,1.3,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,6,114,19,3.3,1.3,1,58,0,5,11,11,0.5,1,8,-7,-5.53,-5.72,0.8,2.3,-1.5,-1.21,-1.06,3e+07,2500000,24494,"Genoa",201,"Right-Back",3,"Same Transfer","Ligue 1","Serie A_Ligue 1"
4942,-4545454.54545455,"https://www.transfermarkt.com/sime-vrsaljko/profil/spieler/76061",2018,"zzzinitial value","La Liga","Sime Vrsaljko","CRO","DF",25,1992,18.8,48,30,25,17,6,26,40,65,14,24,8,16,36,84,63,0,"https://fbref.com/en/players/46a8347f/Sime-Vrsaljko",21,1.11,17,3,0,0,0,1,4,0.21,4,0,0,0,0,0,7,0,0,30,12,3,81,30,0,0,0,68,44,21,67.7,608,891,68.2,9404,3391,335,406,82.5,221,318,69.5,36,110,32.7,4,2.4,1.9,1.6,13,29,16,9,48,891,700,187,6,0,4,81,178,3,1,1,1,608,4,29,1106,69,292,435,384,19,1106,23,11,47.8,12,52.2,512,2538,1279,50,31,3,13,12,572,112,0,4,0,0,0.21,0,0,NA,15.1,0,0,0,0.4,0.4,0.09,-0.4,-0.4,21,19,1696,18.8,0,4,0,0,0,2.4,2.8,50,48,112,0,0.21,0.21,0,0.21,0.02,0.13,0.15,0.02,0.15,21,1696,81,49.6,18.8,19,87,16,2,25,5,2,28,13,15,0.8,-0.3,21.1,13.2,7.9,0.42,0.08,8e+06,2.5e+07,814,"Atlético Madrid",184,"Right-Back",1,"Same Transfer","Serie A","La Liga_Serie A"
4943,-10535502.9585799,"https://www.transfermarkt.com/sime-vrsaljko/profil/spieler/76061",2019,"zzzinitial value","Serie A","Sime Vrsaljko","CRO","DF",26,1992,8.1,20,14,8,6,6,9,14,64.3,5,5,1,4,11,31,27,1,"https://fbref.com/en/players/46a8347f/Sime-Vrsaljko",27,3.34,16,11,0,0,0,0,3,0.37,2,1,0,0,0,0,2,0,0,9,10,1,63,14,0,0,0,42,12,5,70.6,520,638,81.5,7982,2743,295,313,94.2,167,209,79.9,42,71,59.2,2,1.3,1.4,0.7,16,24,16,13,38,638,526,112,12,0,0,63,79,21,2,15,0,520,0,24,721,33,163,363,200,3,721,5,2,40,3,60,391,1836,1129,20,18,0,8,4,456,48,0,2,1,50,0.25,0.12,0,0,32.2,0,0,0,0,0,0.02,0,0,10,8,727,8.1,0,2,0,0,0,1.3,1.4,20,38,48,0,0.25,0.25,0,0.25,0,0.16,0.17,0,0.17,10,727,73,21.3,8.1,8,88,7,2,13,5,2,11,7,4,0.5,-0.17,12.1,9.1,3,0.37,-0.38,NA,2e+07,5104,"Inter",174,"Right-Back",2,"Same Transfer","La Liga","Serie A_La Liga"
4946,-345221.445221444,"https://www.transfermarkt.com/simon-falette/profil/spieler/170927",2018,"zzzinitial value","Bundesliga","Simon Falette","GUI","DF",25,1992,24.6,34,30,23,10,1,19,31,61.3,12,37,15,22,58,92,134,1,"https://fbref.com/en/players/b82880c6/Simon-Falette",23,0.94,16,1,0,4,2,0,1,0.04,1,0,0,0,0,0,10,1,0,39,25,0,10,30,0,0,0,104,72,32,69.2,940,1244,75.6,18961,7259,302,355,85.1,512,605,84.6,116,241,48.1,0,0.4,0.3,-0.4,6,96,6,0,109,1244,1178,60,55,0,21,10,5,0,0,0,0,940,6,20,1531,116,638,855,52,18,1531,8,5,62.5,3,37.5,746,4328,2473,30,16,2,16,5,881,7,1,16,2,12.5,0.65,0.08,0.06,0.5,13.6,0,0,0,1.6,1.6,0.1,-0.6,-0.6,27,25,2211,24.6,1,1,1,0,0,0.4,2,30,109,7,0.04,0,0.04,0.04,0.04,0.07,0.02,0.08,0.07,0.08,27,2211,82,72.3,24.6,25,NA,22,2,NA,0,1.52,32,32,0,0,0,28.4,30.8,-2.5,-0.1,-0.42,7e+06,4e+06,2570,"Eint Frankfurt",195,"Centre-Back",1,"Same Transfer","Ligue 1","Bundesliga_Ligue 1"
4949,-2e+06,"https://www.transfermarkt.com/simon-kjaer/profil/spieler/48859",2019,"zzzinitial value","La Liga","Simon Kjaer","DEN","DF",29,1989,22.3,29,19,25,3,1,9,16,56.3,7,41,34,7,27,56,136,0,"https://fbref.com/en/players/8b8a56ce/Simon-Kjaer",14,0.63,13,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,21,14,0,0,19,0,0,0,108,74,36,67.3,777,910,85.4,15448,6439,261,276,94.6,403,435,92.6,100,172,58.1,0,0.5,0.7,-0.5,6,40,6,0,51,910,882,25,25,3,11,0,0,0,0,0,0,777,3,5,1171,186,722,425,28,20,1171,0,0,NA,0,NA,572,2394,1186,2,1,0,4,1,642,2,0,13,3,23.1,0.58,0.13,0,0,14,0,0,0,0.9,0.9,0.07,-0.9,-0.9,26,25,2008,22.3,0,0,0,0,0,0.5,1.4,2,51,2,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,26,2008,77,58.7,22.3,25,80,16,1,4,4,1.46,31,30,1,0.04,-0.85,35.5,29.8,5.7,0.25,-0.74,3e+06,8e+06,4443,"Sevilla",200,"Centre-Back",1,"Same Transfer","Serie A","La Liga_Serie A"
4950,667861.305361306,"https://www.transfermarkt.com/simon-kjaer/profil/spieler/48859",2020,"zzzinitial value","Serie A","Simon Kjaer","DEN","DF",30,1989,3.2,9,6,1,8,0,3,4,75,1,5,4,1,7,16,10,1,"https://fbref.com/en/players/8b8a56ce/Simon-Kjaer",1,0.31,1,0,0,0,0,0,1,0.31,1,0,0,0,0,0,2,0,0,13,1,0,0,6,0,0,0,20,8,10,44.4,132,149,88.6,2711,862,31,35,88.6,83,91,91.2,15,18,83.3,0,0,0,0,0,2,0,0,2,149,144,5,5,0,2,0,0,0,0,0,0,132,0,1,186,19,99,87,1,1,186,1,0,0,1,100,112,452,156,0,0,0,0,0,106,0,0,1,1,100,0.31,0.31,0,0,9.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,5,3,292,3.2,0,0,0,0,0,0,0.1,0,2,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,5,292,58,8.5,3.2,3,83,2,2,22,7,2.2,13,3,10,3.08,1.93,11,4.9,6,1.86,0.82,3200000,5200000,9268,"Atalanta",198,"Centre-Back",2,"Same Transfer","Serie A","Serie A_Serie A"
4955,-4545454.54545455,"https://www.transfermarkt.com/simone-bastoni/profil/spieler/257751",2023,"zzzinitial value","Serie A","Simone Bastoni","ITA","MF,DF",25,1996,13.2,47,24,23,19,5,15,33,45.5,18,20,5,15,8,55,14,0,"https://fbref.com/en/players/1ac232b8/Simone-Bastoni",30,2.27,19,8,0,2,0,1,3,0.23,3,0,0,0,0,0,7,0,0,29,12,2,103,24,0,0,0,87,12,9,57.1,367,596,61.6,6147,2336,188,222,84.7,124,203,61.1,41,108,38,4,1.7,1.3,2.3,18,35,11,8,32,596,481,114,23,2,5,103,43,48,26,16,0,367,1,38,749,31,183,306,273,24,749,20,7,35,10,50,341,1724,853,20,16,2,20,14,401,65,2,22,7,31.8,1.67,0.53,0.09,0.29,20.9,2,0,0,1.1,1.1,0.05,0.9,0.9,19,15,1189,13.2,2,6,2,0,0,1.7,2.8,20,32,65,0.15,0.3,0.45,0.15,0.45,0.08,0.13,0.21,0.08,0.21,19,1189,63,34.8,13.2,15,74,3,4,22,3,0.89,12,22,-10,-0.76,0.09,14.2,17.3,-3,-0.23,0.38,4500000,6500000,20894,"Spezia",98,"Central Midfield",2,"Same Transfer","Serie A","Serie A_Serie A"
